date,national_avg_price_per_gallon,total_gallons_purchased,n_transactions,fuel_price_usd_per_barrel,fuel_price_rolling_7d,fuel_price_dod_pct_change,fuel_price_yoy_pct_change,day_of_week,week_of_year,month,is_month_end,is_quarter_end,is_us_holiday
2023-03-09,3.9035592236765746,23263.5,190.0,79.25,3.852980752146491,2.4884640898559907,-7.033616541589649,Thursday,10,3,0,0,0
2023-03-10,3.841268773365992,24822.4,188.0,79.25,3.8543534748541406,-1.5957347318510506,-8.315558125741951,Friday,10,3,0,0,0
2023-03-11,3.90174488775475,23199.2,188.0,79.25,3.857801117101658,1.5743786221906086,-6.589572759270512,Saturday,10,3,0,0,0
2023-03-12,3.8817518248175187,25851.899999999998,198.0,79.25,3.8688553176684053,-0.5124133820224253,-6.926825210638976,Sunday,10,3,0,0,0
2023-03-13,3.865989735839552,25408.8,204.0,79.25,3.8700697612744035,-0.4060560718280315,-7.938645451417314,Monday,11,3,0,0,0
2023-03-14,3.886383693426885,20124.399999999998,161.0,79.25,3.8699253231173643,0.5275222900431364,-5.826033041403045,Tuesday,11,3,0,0,0
2023-03-15,3.850534249979293,21731.4,173.0,79.25,3.875890341265795,-0.9224370591155218,-9.262632035614704,Wednesday,11,3,0,0,0
2023-03-16,3.832468057990968,21499.9,164.0,79.25,3.8657344604535657,-0.4691866326970606,-6.738246726255226,Thursday,11,3,0,0,0
2023-03-17,3.8783043786982243,21125.0,171.0,79.25,3.871025261215313,1.196000071329606,-7.842869352543902,Friday,11,3,0,0,0
2023-03-18,3.8438985509084835,23649.300000000003,186.0,79.25,3.862761498808704,-0.8871358312853572,-7.605956624956223,Saturday,11,3,0,0,0
2023-03-19,3.8690769175088904,22104.199999999997,175.0,79.25,3.8609507977646134,0.655021621068963,-8.370237109695077,Sunday,11,3,0,0,0
2023-03-20,3.8602783637150777,21712.6,172.0,79.25,3.8601348874611174,-0.2274070529328598,-6.858210439365098,Monday,12,3,0,0,0
2023-03-21,3.8786241647901365,27089.0,216.0,79.25,3.8590263833701535,0.4752455482874396,-8.501556769671726,Tuesday,12,3,0,0,0
2023-03-22,3.8578172889736146,29690.6,234.0,79.25,3.860066817512199,-0.5364499093623243,-7.604070651039363,Wednesday,12,3,0,0,0
2023-03-23,3.8552552609157886,26525.799999999996,211.0,79.25,3.863322132215745,-0.0664113374458819,-7.413059838685065,Thursday,12,3,0,0,0
2023-03-24,3.879142780605411,24264.5,183.0,79.25,3.8634419039167716,0.6196092884378279,-7.475988212084294,Friday,12,3,0,0,0
2023-03-25,3.8764616672583907,22814.699999999997,185.0,79.25,3.868093777681044,-0.06911612948161672,-7.573404138690066,Saturday,12,3,0,0,0
2023-03-26,3.8383752038508723,20296.7,165.0,79.25,3.863707818587042,-0.9825058694429178,-7.945759399531383,Sunday,12,3,0,0,0
2023-03-27,3.8648565700778383,23394.7,177.0,79.25,3.864361848067436,0.6899108299886603,-6.870788415716111,Monday,13,3,0,0,0
2023-03-28,3.8641948829244313,23591.6,190.0,79.25,3.862300522086621,-0.01712061344086857,-9.434273113109604,Tuesday,13,3,0,0,0
2023-03-29,3.8399075235495213,20329.5,165.0,79.25,3.8597419841688927,-0.6285231493430632,-8.665214043082614,Wednesday,13,3,0,0,0
2023-03-30,3.862700355959754,24300.5,186.0,79.25,3.860805569175174,0.593577638795928,-7.963219535769827,Thursday,13,3,0,0,0
2023-03-31,3.8538767363539526,18587.8,147.0,79.25,3.8571961342821086,-0.22843137682651005,-8.907815395755359,Friday,13,3,1,1,0
2023-04-01,3.8393640463496386,21419.8,179.0,79.25,3.8518964741522868,-0.3765737982072581,-7.201824805338008,Saturday,13,4,0,0,0
2023-04-02,3.875082119558716,21736.600000000002,170.0,79.25,3.857140319253407,0.9303122282201315,-8.728948867162279,Sunday,13,4,0,0,0
2023-04-03,3.8809516422232564,25139.7,207.0,79.25,3.8594396152741814,0.15146834269432752,-7.534400854496182,Monday,14,4,0,0,0
2023-04-04,3.930914466197159,24252.4,194.0,79.25,3.868970984313143,1.2873858934578486,-6.85513192829511,Tuesday,14,4,0,0,0
2023-04-05,3.812366580942296,23797.2,191.0,79.25,3.865036563940682,-3.015783891363799,-10.099095880452435,Wednesday,14,4,0,0,0
2023-04-06,3.8800233522634535,23894.9,187.0,79.25,3.867511277698353,1.7746659426553624,-8.001587789447983,Thursday,14,4,0,0,0
2023-04-07,3.8275709692149626,21023.2,167.0,79.25,3.8637533109642113,-1.351857406164636,-8.018336401963833,Friday,14,4,0,0,0
2023-04-08,3.8130796906116275,18177.799999999996,148.0,79.25,3.859998403001639,-0.37860247974206285,-8.815932934640514,Saturday,14,4,0,0,0
2023-04-09,3.822270147321639,19080.7,153.0,79.25,3.852453835539199,0.24102451183067863,-8.099801217819868,Sunday,14,4,0,0,0
2023-04-10,3.8477907973706778,20994.0,172.0,79.25,3.84771657198883,0.6676830539286138,-8.676949674404321,Monday,15,4,0,0,0
2023-04-11,3.8571431148065813,22177.3,168.0,79.25,3.8371778075044625,0.2430568065783234,-8.959813382812708,Tuesday,15,4,0,0,0
2023-04-12,3.881608466179826,22224.9,183.0,79.25,3.847069505395538,0.634286845083043,-8.547415819266346,Wednesday,15,4,0,0,0
2023-04-13,3.8199877354046876,22503.8,177.0,79.25,3.8384929887014287,-1.5875050591020456,-8.105736462373503,Thursday,15,4,0,0,0
2023-04-14,3.8382544077214433,20804.4,170.0,79.25,3.840019194202355,0.47818667446115626,-9.053706758128454,Friday,15,4,0,0,0
2023-04-15,3.8555764197950713,20289.899999999998,168.0,79.25,3.8460901555142755,0.45129921661213324,-8.062735699692848,Saturday,15,4,0,0,0
2023-04-16,3.865864219075738,21201.800000000003,173.0,79.25,3.8523178800505753,0.2668290849546562,-7.857823971757105,Sunday,15,4,0,0,0
2023-04-17,3.915620948414726,22907.699999999997,183.0,79.25,3.862007901628296,1.2870790726034365,-5.785226491111528,Monday,16,4,0,0,0
2023-04-18,3.8495473007277035,23636.0,185.0,79.25,3.8609227853313137,-1.6874372815318894,-8.314923845621857,Tuesday,16,4,0,0,0
2023-04-19,3.862378960776599,24651.1,195.0,79.25,3.8581757131308523,0.3333290656402532,-8.250339691370968,Wednesday,16,4,0,0,0
2023-04-20,3.8656220009466695,23028.1,182.0,79.25,3.864694893922564,0.08396483625776607,-7.519373061866985,Thursday,16,4,0,0,0
2023-04-21,3.9095402088294553,21836.000000000004,173.0,79.25,3.8748785797951375,1.1361226698324511,-6.493521563638005,Friday,16,4,0,0,0
2023-04-22,3.850279419840424,21669.9,179.0,79.25,3.874121865515902,-1.515799450155142,-6.936349310406831,Saturday,16,4,0,0,0
2023-04-23,3.884663965008751,23022.9,180.0,79.25,3.8768075435063323,0.8930402554979233,-8.000262258222445,Sunday,16,4,0,0,0
2023-04-24,3.8390690050075222,22266.5,178.0,79.25,3.865871551591018,-1.1737169652749069,-9.72245707973306,Monday,17,4,0,0,0
2023-04-25,3.8926735225108215,19477.3,162.0,79.25,3.8720324404171778,1.396289502308501,-6.772112677786746,Tuesday,17,4,0,0,0
2023-04-26,3.8685891021087504,19286.3,159.0,79.25,3.8729196034646276,-0.6187115426658285,-8.798740384139148,Wednesday,17,4,0,0,0
2023-04-27,3.865127601212104,20889.3,174.0,79.25,3.872848974931118,-0.08947708855302494,-7.7973332697455096,Thursday,17,4,0,0,0
2023-04-28,3.8787544915459735,22681.5,185.0,79.25,3.868451015319192,0.35255990849036856,-7.09295852013102,Friday,17,4,0,0,0
2023-04-29,3.7975682305917156,24743.3,200.0,79.25,3.86092084542652,-2.093101306906875,-9.833507823254894,Saturday,17,4,0,0,0
2023-04-30,3.838447335501626,19985.0,164.0,79.25,3.8543184697826445,1.0764547844224204,-8.827838470667382,Sunday,17,4,1,0,0
2023-05-01,3.8213521429216875,18813.1,147.0,79.25,3.851787489484668,-0.4453673864905139,-7.03082931212573,Monday,18,5,0,0,0
2023-05-02,3.851967112597548,17940.0,145.0,79.25,3.8459722880684866,0.8011554164818024,-8.020290751699665,Tuesday,18,5,0,0,0
2023-05-03,3.859578533542712,18212.6,145.0,79.25,3.8446850639876238,0.1975982847899127,-6.7700596208484125,Wednesday,18,5,0,0,0
2023-05-04,3.8167830485334764,17872.2,147.0,79.25,3.8377786993192484,-1.1088123907133873,-10.104107418002906,Thursday,18,5,0,0,0
2023-05-05,3.8959360875021676,19601.8,163.0,79.25,3.8402332130272763,2.0738155132790315,-7.532842417659779,Friday,18,5,0,0,0
2023-05-06,3.863067600736347,23467.2,186.0,79.25,3.849590265905081,-0.8436608308657778,-8.206126450387508,Saturday,18,5,0,0,0
2023-05-07,3.893927581000128,20265.4,164.0,79.25,3.85751601526201,0.7988464985158261,-7.363646117932721,Sunday,18,5,0,0,0
2023-05-08,3.8852745073739,16138.0,133.0,79.25,3.8666477816123255,-0.22221968555474758,-7.6436263439809915,Monday,19,5,0,0,0
2023-05-09,3.848718602516435,21570.2,169.0,79.25,3.8661837087435953,-0.9408834507854125,-7.806204361261992,Tuesday,19,5,0,0,0
2023-05-10,3.8853301624774343,23043.199999999997,179.0,79.25,3.869862512877127,0.95126621980266,-7.748028865423273,Wednesday,19,5,0,0,0
2023-05-11,3.820033804481008,18281.6,148.0,79.25,3.8703269065839168,-1.6805871126996053,-8.020525948452107,Thursday,19,5,0,0,0
2023-05-12,3.815549190413716,24543.4,191.0,79.25,3.85884306414271,-0.11739723512476097,-9.424416281319825,Friday,19,5,0,0,0
2023-05-13,3.8360874759542374,24692.5,192.0,79.25,3.8549887606024087,0.5382786203391721,-9.49504115157972,Saturday,19,5,0,0,0
2023-05-14,3.7760178939289895,19805.6,157.0,79.25,3.8381445195922455,-1.565907513887066,-9.115493087768678,Sunday,19,5,0,0,0
2023-05-15,3.8056722914299197,18655.6,151.0,79.25,3.8267727744573916,0.7853351952756382,-11.498624721978523,Monday,20,5,0,0,0
2023-05-16,3.786560230154978,19673.700000000004,158.0,79.25,3.817893006977183,-0.5021993438053207,-10.500566691489322,Tuesday,20,5,0,0,0
2023-05-17,3.896964917831788,20226.8,164.0,79.25,3.819555114884948,2.9156987071691454,-7.875721429047178,Wednesday,20,5,0,0,0
2023-05-18,3.860993196462847,23340.799999999996,188.0,79.25,3.8254064565966397,-0.9230701873743086,-8.704227194433633,Thursday,20,5,0,0,0
2023-05-19,3.8467739761555655,24483.699999999997,193.0,79.25,3.8298671402740463,-0.3682788231874623,-7.9668535086461105,Friday,20,5,0,0,0
2023-05-20,3.8943400735991496,26359.0,206.0,79.25,3.8381889399376052,1.2365191648489038,-8.272297274680762,Saturday,20,5,0,0,0
2023-05-21,3.8683662962889347,25154.5,197.0,79.25,3.851381568846169,-0.6669622277288623,-8.934081505430203,Sunday,20,5,0,0,0
2023-05-22,3.89030176960325,20383.1,164.0,79.25,3.863471494299502,0.5670474726077179,-8.139301265463105,Monday,21,5,0,0,0
2023-05-23,3.8744048105194384,19590.4,161.0,79.25,3.8760207200658536,-0.40863048743472463,-8.296755913447495,Tuesday,21,5,0,0,0
2023-05-24,3.821652485548074,21848.300000000003,175.0,79.25,3.86526180116818,-1.36155945367753,-8.092865624686663,Wednesday,21,5,0,0,0
2023-05-25,3.8381136092623693,24235.699999999997,198.0,79.25,3.861993288710969,0.4307331390424496,-8.224478633210774,Thursday,21,5,0,0,0
2023-05-26,3.8452425816755946,22289.4,176.0,79.25,3.861774518070973,0.18574156835851063,-6.969998805404886,Friday,21,5,0,0,0
2023-05-27,3.8463496715331735,22315.8,186.0,79.25,3.8549187463472623,0.028791157750474028,-6.460244212947652,Saturday,21,5,0,0,0
2023-05-28,3.8299809824044404,23346.800000000003,176.0,79.25,3.849435130078049,-0.4255642499140899,-8.46445596040265,Sunday,21,5,0,0,0
2023-05-29,3.8970745432950626,21217.2,163.0,79.25,3.850402669176879,1.751798800016524,-9.498437635999268,Monday,22,5,0,0,1
2023-05-30,3.897705708974672,21679.9,172.0,79.25,3.8537313689561983,0.016195884184333487,-8.162734772958647,Tuesday,22,5,0,0,0
2023-05-31,3.8564639469191633,22727.600000000002,182.0,79.25,3.858704434866354,-1.0581035392320026,-7.195482690951193,Wednesday,22,5,1,0,0
2023-06-01,3.820222301013382,24255.4,200.0,79.25,3.8561485336879264,-0.9397636385200414,-7.946063075820209,Thursday,22,6,0,0,0
2023-06-02,3.856652386834521,22829.399999999998,179.0,79.25,3.857778505853488,0.953611673631527,-7.402236578556032,Friday,22,6,0,0,0
2023-06-03,3.8312832853366996,20279.2,162.0,79.25,3.8556261649682773,-0.6578010915483046,-9.166437321291543,Saturday,22,6,0,0,0
2023-06-04,3.8308876774113467,19333.6,156.0,79.25,3.8557556928264067,-0.010325728897864206,-8.861576668326032,Sunday,22,6,0,0,0
2023-06-05,3.8389042811224385,20284.4,161.0,79.25,3.847445655373175,0.20926230122488843,-8.340009678439998,Monday,23,6,0,0,0
2023-06-06,3.8775555974282025,21759.1,180.0,79.25,3.8445670680093933,1.0068319883834942,-8.251799000438265,Tuesday,23,6,0,0,0
2023-06-07,3.870886484321695,26967.199999999997,215.0,79.25,3.8466274304954693,-0.1719927139389288,-7.705484398881335,Wednesday,23,6,0,0,0
2023-06-08,3.8548939788304706,28815.0,233.0,79.25,3.8515805273264823,-0.41314839781529944,-8.542227517011526,Thursday,23,6,0,0,0
2023-06-09,3.813367154023814,20046.9,165.0,79.25,3.845396922639238,-1.0772494661255294,-8.461124462716164,Friday,23,6,0,0,0
2023-06-10,3.8050893898393365,17664.199999999997,152.0,79.25,3.8416549375681863,-0.21707231037910724,-10.707019789272287,Saturday,23,6,0,0,0
2023-06-11,3.890183468449336,21660.4,178.0,79.25,3.8501257648593277,2.236322721805828,-6.71665535810927,Sunday,23,6,0,0,0
2023-06-12,3.823610774410774,22275.0,177.0,79.25,3.847940978186233,-1.7112995975251177,-8.281844677228134,Monday,24,6,0,0,0
2023-06-13,3.8419680453797747,21824.700000000004,182.0,79.25,3.8428570421793142,0.4801030243939852,-9.219328438393969,Tuesday,24,6,0,0,0
2023-06-14,3.805271347899038,22170.800000000003,178.0,79.25,3.833483451261792,-0.9551536360347113,-10.117398988516923,Wednesday,24,6,0,0,0
2023-06-15,3.878720612611772,21416.5,171.0,79.25,3.8368872560876923,1.930197822903934,-7.436038964595982,Thursday,24,6,0,0,0
2023-06-16,3.8201392299547168,22193.5,168.0,79.25,3.837854695506393,-1.5103274638182507,-8.860529710547526,Friday,24,6,0,0,0
2023-06-17,3.8890342516787584,21876.299999999996,173.0,79.25,3.84984681862631,1.8034688679359645,-8.156789855734193,Saturday,24,6,0,0,0
2023-06-18,3.8322515688299306,25178.0,212.0,79.25,3.8415708329663945,-1.4600715543792608,-8.748795498282114,Sunday,24,6,0,0,0
2023-06-19,3.8615948099672597,24708.899999999998,191.0,79.25,3.8469971237601785,0.7656919335879753,-7.749728824895241,Monday,25,6,0,0,1
2023-06-20,3.828060267411694,25055.0,209.0,79.25,3.845010298336167,-0.868411736752106,-8.748206717549689,Tuesday,25,6,0,0,0
2023-06-21,3.850631477781633,25076.1,199.0,79.25,3.8514903168908234,0.5896252617046738,-8.51659564069286,Wednesday,25,6,0,0,0
2023-06-22,3.8293833782526034,22670.3,179.0,79.25,3.8444421405537996,-0.5518081813757569,-8.66358679118402,Thursday,25,6,0,0,0
2023-06-23,3.884615347429687,20686.2,169.0,79.25,3.853653014478795,1.442320178511003,-7.061340482624212,Friday,25,6,0,0,0
2023-06-24,3.851890011779397,19780.3,161.0,79.25,3.848346694493172,-0.8424343911410226,-8.62880476383079,Saturday,25,6,0,0,0
2023-06-25,3.874870286458441,24342.1,190.0,79.25,3.854435082725817,0.5965973745036379,-7.184050623217731,Sunday,25,6,0,0,0
2023-06-26,3.8468969007199183,20946.800000000003,173.0,79.25,3.8523353814047674,-0.7219179913268703,-7.8354655363992,Monday,26,6,0,0,0
2023-06-27,3.8523384950652737,19089.199999999997,151.0,79.25,3.8558036996409935,0.14145412486457065,-7.729929116868128,Tuesday,26,6,0,0,0
2023-06-28,3.82338693604389,19066.199999999997,164.0,79.25,3.851911622249887,-0.7515320644452594,-8.316846583277282,Wednesday,26,6,0,0,0
2023-06-29,3.804171642803085,22859.1,186.0,79.25,3.848309945757099,-0.5025725505221068,-8.852887113077779,Thursday,26,6,0,0,0
2023-06-30,3.8896542225313055,22144.300000000003,175.0,79.25,3.84902978505733,2.247074731497478,-7.547824682702419,Friday,26,6,1,1,0
2023-07-01,3.847939077972615,22691.3,178.0,79.25,3.8484653659420758,-1.07246408477778,-9.628385633238057,Saturday,26,7,0,0,0
2023-07-02,3.8356901343120224,24577.100000000002,190.0,79.25,3.84286820134973,-0.31832478145797927,-8.999780588858474,Sunday,26,7,0,0,0
2023-07-03,3.8520354119863356,27019.1,215.0,79.25,3.84360227438779,0.42613655175367526,-9.059029793188966,Monday,27,7,0,0,0
2023-07-04,3.8483836079858533,19509.5,150.0,79.25,3.843037290519301,-0.09480193222313194,-6.8743340609069055,Tuesday,27,7,0,0,1
2023-07-05,3.85831001036728,24403.700000000004,191.0,79.25,3.8480263011369282,0.25793692605975416,-9.292999073220221,Wednesday,27,7,0,0,0
2023-07-06,3.8390553122811046,24412.3,195.0,79.25,3.853009682490931,-0.4990448676865711,-8.913523470232231,Thursday,27,7,0,0,0
2023-07-07,3.803411244472521,23586.7,187.0,79.25,3.840689257053962,-0.9284593450518575,-8.035124397280457,Friday,27,7,0,0,0
2023-07-08,3.836066155593413,25358.399999999998,198.0,79.25,3.8389931252855045,0.8585690324271145,-8.01779731584621,Saturday,27,7,0,0,0
2023-07-09,3.805885691378433,22201.300000000003,181.0,79.25,3.8347353477235626,-0.7867555717456343,-9.205750527340129,Sunday,27,7,0,0,0
2023-07-10,3.7873572636460318,22944.4,184.0,79.25,3.825495612246377,-0.4868361594352222,-8.489195923426385,Monday,28,7,0,0,0
2023-07-11,3.880784535578333,20858.2,170.0,79.25,3.8301243161881593,2.46681961665165,-6.310463452918347,Tuesday,28,7,0,0,0
2023-07-12,3.879371380656657,22897.8,182.0,79.25,3.8331330833723563,-0.03641415566157935,-5.895510753977717,Wednesday,28,7,0,0,0
2023-07-13,3.796794347909108,26185.0,204.0,79.25,3.827095802747785,-2.128618908705038,-10.804204216324909,Thursday,28,7,0,0,0
2023-07-14,3.8979999647958605,22724.6,179.0,79.25,3.8406084770796913,2.665554349618282,-7.475792592846631,Friday,28,7,0,0,0
2023-07-15,3.8419593698109917,25173.399999999998,196.0,79.25,3.8414503648250595,-1.4376756154692139,-9.243865364562986,Saturday,28,7,0,0,0
2023-07-16,3.8473179973729312,20479.1,163.0,79.25,3.847369265681416,0.13947642455685028,-7.851496015213422,Sunday,28,7,0,0,0
2023-07-17,3.8719584045664552,21233.1,176.0,79.25,3.8594551429557624,0.6404567340248191,-7.724171635051736,Monday,29,7,0,0,0
2023-07-18,3.8802942890689014,23677.399999999998,198.0,79.25,3.8593851077401298,0.2152885860709386,-7.2809098342910605,Tuesday,29,7,0,0,0
2023-07-19,3.8422391306231742,23078.600000000002,181.0,79.25,3.854080500592489,-0.9807286667130266,-8.18020827870285,Wednesday,29,7,0,0,0
2023-07-20,3.870367825190611,22991.899999999998,187.0,79.25,3.864590997346989,0.7320912002391378,-7.083963256441095,Thursday,29,7,0,0,0
2023-07-21,3.8747541327113955,21952.9,165.0,79.25,3.861270164192066,0.11333050807822431,-9.236056107355484,Friday,29,7,0,0,0
2023-07-22,3.8440834375697435,19267.1,153.0,79.25,3.861573602443316,-0.79155203378517,-7.102237314168192,Saturday,29,7,0,0,0
2023-07-23,3.8489262868961416,20838.9,169.0,79.25,3.861803358089489,0.12598189932786497,-7.8899038242165815,Sunday,29,7,0,0,0
2023-07-24,3.801703637230433,21395.399999999998,165.0,79.25,3.8517669627557716,-1.2269044961053188,-10.216031195362142,Monday,30,7,0,0,0
2023-07-25,3.852636692548477,24599.0,199.0,79.25,3.8478158775385682,1.3397429199701882,-7.709677108061586,Tuesday,30,7,0,0,0
2023-07-26,3.8856720774171936,25079.7,194.0,79.25,3.8540205842234276,0.8574746986294235,-6.821003839305284,Wednesday,30,7,0,0,0
2023-07-27,3.828207007901992,22234.9,184.0,79.25,3.8479976103250544,-1.4788965298738965,-7.996651986158598,Thursday,30,7,0,0,0
2023-07-28,3.886753645689863,23959.800000000003,189.0,79.25,3.8497118264648345,1.5293487961079988,-5.990842551333497,Friday,30,7,0,0,0
2023-07-29,3.8394341536326273,28099.5,229.0,79.25,3.8490476430452465,-1.217455397763878,-8.019604165368799,Saturday,30,7,0,0,0
2023-07-30,3.829826345831417,21531.3,174.0,79.25,3.8463190800360003,-0.2502402025079675,-8.764180710468604,Sunday,30,7,0,0,0
2023-07-31,3.855363357883074,23014.5,183.0,79.25,3.8539847544149493,0.6667929494885039,-9.756283989784487,Monday,31,7,1,0,0
2023-08-01,3.8282713048629633,22957.199999999997,181.0,79.25,3.8505039847455897,-0.7027107565546475,-6.521653523653825,Tuesday,31,8,0,0,0
2023-08-02,3.8709923986486485,26048.0,203.0,79.25,3.8484068877786552,1.1159369434297295,-7.759467066865144,Wednesday,31,8,0,0,0
2023-08-03,3.893062148115092,22184.1,179.0,79.25,3.857671907809098,0.5701315630107784,-7.798273563947255,Thursday,31,8,0,0,0
2023-08-04,3.8674858166361012,23337.199999999997,185.0,79.25,3.854919360801418,-0.6569720827953929,-7.644513025571731,Friday,31,8,0,0,0
2023-08-05,3.8333938999073287,24711.1,197.0,79.25,3.8540564674120894,-0.8815007564378141,-8.72079716394195,Saturday,31,8,0,0,0
2023-08-06,3.812460004254637,23033.699999999997,186.0,79.25,3.8515755614725493,-0.546092997466241,-8.487884644501376,Sunday,31,8,0,0,0
2023-08-07,3.862249625896048,23589.699999999997,190.0,79.25,3.852559314045831,1.3059709894883254,-9.712410354460799,Monday,32,8,0,0,0
2023-08-08,3.8392447162770464,23903.6,201.0,79.25,3.854126944247843,-0.5956349756565671,-7.884808487773798,Tuesday,32,8,0,0,0
2023-08-09,3.8286985559566786,16620.0,135.0,79.25,3.8480849667204184,-0.2746936207440931,-10.38464328161519,Wednesday,32,8,0,0,0
2023-08-10,3.8354442597124407,16059.300000000001,133.0,79.25,3.8398538398057545,0.17618790451046085,-8.498592847762254,Thursday,32,8,0,0,0
2023-08-11,3.7919141355942947,18918.200000000004,148.0,79.25,3.8290578853712103,-1.1349434686194537,-9.76008927769193,Friday,32,8,0,0,0
2023-08-12,3.7963399320225255,17917.699999999997,144.0,79.25,3.8237644613876673,0.1167166837109157,-9.388075620135117,Saturday,32,8,0,0,0
2023-08-13,3.8363229972034874,24316.0,188.0,79.25,3.8271734603803607,1.0532003428802783,-7.851969420475613,Sunday,32,8,0,0,0
2023-08-14,3.901315484916287,20737.600000000002,163.0,79.25,3.8327542973832514,1.6941349245143345,-6.949468856526487,Monday,33,8,0,0,0
2023-08-15,3.847826496561366,20167.9,157.0,79.25,3.8339802659952973,-1.3710500614914634,-9.136934217169534,Tuesday,33,8,0,0,0
2023-08-16,3.8489244313336863,21695.5,171.0,79.25,3.8368696767634414,0.02853389500023784,-8.294491300703843,Wednesday,33,8,0,0,0
2023-08-17,3.8184211462340136,19680.1,166.0,79.25,3.83443780340938,-0.7925145230534669,-10.795208442485526,Thursday,33,8,0,0,0
2023-08-18,3.8747527642259105,23469.499999999996,190.0,79.25,3.8462718932138964,1.4752594288206078,-7.313102590539233,Friday,33,8,0,0,0
2023-08-19,3.8042949431721285,19937.4,162.0,79.25,3.8474083233781258,-1.8183823676259259,-9.866786146182616,Saturday,33,8,0,0,0
2023-08-20,3.831451809219106,23004.4,184.0,79.25,3.8467124393803567,0.7138475447524995,-9.4139971619858,Sunday,33,8,0,0,0
2023-08-21,3.8507312578160997,22789.5,180.0,79.25,3.8394861212231874,0.5031891188244764,-7.135427303059972,Monday,34,8,0,0,0
2023-08-22,3.852111661620333,21798.0,174.0,79.25,3.8400982876601826,0.03584783543206793,-7.466720970703711,Tuesday,34,8,0,0,0
2023-08-23,3.831737365585017,21063.5,170.0,79.25,3.83764299255323,-0.5289123946824015,-9.72481780972949,Wednesday,34,8,0,0,0
2023-08-24,3.812992714957484,20521.5,162.0,79.25,3.8368675023708687,-0.4891945569101219,-9.29830986776301,Thursday,34,8,0,0,0
2023-08-25,3.8442311701307093,19187.600000000002,153.0,79.25,3.8325072746429827,0.8192634371076535,-8.671724487542065,Friday,34,8,0,0,0
2023-08-26,3.838286197491973,21522.900000000005,171.0,79.25,3.8373631681172458,-0.15464659578560136,-8.342221357762458,Saturday,34,8,0,0,0
2023-08-27,3.8420559499699554,22466.5,175.0,79.25,3.8388780453673674,0.0982144708345567,-9.45587863397458,Sunday,34,8,0,0,0
2023-08-28,3.860680795329459,21530.7,163.0,79.25,3.8402994078692756,0.48476247097988256,-8.914282293187693,Monday,35,8,0,0,0
2023-08-29,3.880389049543252,20886.800000000003,171.0,79.25,3.8443390347154067,0.5104864985894464,-6.872051694566583,Tuesday,35,8,0,0,0
2023-08-30,3.905409396950765,24714.4,197.0,79.25,3.8548636106247995,0.6447896612443493,-6.995304331186059,Wednesday,35,8,0,0,0
2023-08-31,3.873756487176348,21234.199999999997,162.0,79.25,3.8635441495132086,-0.8104889028825113,-6.98076470675475,Thursday,35,8,1,0,0
2023-09-01,3.8334505282857743,22014.6,179.0,79.25,3.862004057821075,-1.040487677116575,-7.821528252477128,Friday,35,9,0,0,0
2023-09-02,3.774804106761815,22869.6,182.0,79.25,3.852935187716767,-1.5298598766627203,-8.632429133995533,Saturday,35,9,0,0,0
2023-09-03,3.829179823893688,20362.7,166.0,79.25,3.851095741134443,1.4404910981862473,-8.254868518648017,Sunday,35,9,0,0,0
2023-09-04,3.8547789231535035,20691.9,167.0,79.25,3.8502526165378783,0.6685269545211758,-7.203233396663256,Monday,36,9,0,0,1
2023-09-05,3.902180921765854,21215.8,173.0,79.25,3.8533657411411073,1.229694349723487,-7.632718046038867,Tuesday,36,9,0,0,0
2023-09-06,3.8325353282035035,23366.600000000006,181.0,79.25,3.842955159891498,-1.7847863786601081,-9.745851547765728,Wednesday,36,9,0,0,0
2023-09-07,3.8450280117107027,27667.0,219.0,79.25,3.8388510919678347,0.32596394911916793,-7.288269925023727,Thursday,36,9,0,0,0
2023-09-08,3.843250453074982,23616.4,186.0,79.25,3.840251081223436,-0.046230056850227186,-8.561245474123913,Friday,36,9,0,0,0
2023-09-09,3.8439189935095834,26269.5,209.0,79.25,3.8501246364731165,0.0173951826133667,-8.333196952164258,Saturday,36,9,0,0,0
2023-09-10,3.834570803888303,22457.1,177.0,79.25,3.850894776472347,-0.24319424100937015,-7.804017448797285,Sunday,36,9,0,0,0
2023-09-11,3.861783920201899,20802.5,169.0,79.25,3.8518954903364038,0.7096782848813765,-6.040269750667182,Monday,37,9,0,0,0
2023-09-12,3.8545208266245483,19563.899999999998,156.0,79.25,3.8450869053162178,-0.18807612563084275,-6.952756301763474,Tuesday,37,9,0,0,0
2023-09-13,3.886332140801053,19454.4,152.0,79.25,3.8527721642587243,0.8252988012614315,-8.056085936132096,Wednesday,37,9,0,0,0
2023-09-14,3.8240534123569634,22406.8,178.0,79.25,3.849775792922476,-1.6025065842996233,-9.010046098460878,Thursday,37,9,0,0,0
2023-09-15,3.8303879862641588,21462.1,173.0,79.25,3.847938297663787,0.1656507695924514,-7.619962864055275,Friday,37,9,0,0,0
2023-09-16,3.8300018434029215,21699.0,178.0,79.25,3.845950133362835,-0.010081037811882076,-8.67922691280414,Saturday,37,9,0,0,0
2023-09-17,3.8906853751191632,20874.7,162.0,79.25,3.85396650068153,1.5844256529736978,-6.354747196666544,Sunday,37,9,0,0,0
2023-09-18,3.852589754896558,21770.399999999994,175.0,79.25,3.8526530484950525,-0.9791493413018104,-8.003078297486043,Monday,38,9,0,0,0
